aID,Bag#,Size,Class,Order,Family,Genus,Species,count,Element,Portion,Segment,Side,Fusion,Scan1,Scan2,Scan3,Scan4,FFI.A,FFI.O,FFI.T,Ipcts,CM,Weath1,Weath2,Carn,Rod,Burn,MaxD,CorT,Comments
3929,L16-13-26,m,Mammalia,Carnivora,Canidae,Canis,-,1,PM4MX,CO,CO,L,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,20.87,-,Comparable to C. latrans specimens in lab
3930,M16-19-47,s,Bivalvia,-,-,-,-,8,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"31.75, 18.43, 9.29, 9.46, 14.02, 14.08, 7.71, 7.69",-,
3931,M16-19-47,m,Mammalia,Artiodactyla,-,-,-,1,TFR,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,10.92,-,
3932,M16-19-47,s,-,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,11.84,-,
3933,M16-19-47,s,Reptilia,Testudines,-,-,-,1,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,14.06,-,
3934,M16-19-47,u,-,-,-,-,-,13,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,"4.60, 5.78, 7.02, 8.76, 9.57, 7.94, 4.21, 4.95, 11.16, 8.13, 7.26, 13.69, 8.89",-,
3935,M16-19-47,s,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,2,9.14,0.9,
3936,M16-19-47,s,-,-,-,-,-,2,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"5.96, 5.50","1.60, 0.93",
3937,M16-19-47,s,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,11.43,0.89,
3938,M16-19-47,u,-,-,-,-,-,44,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"23.58, 9.18, 7.78, 15.76, 6.81, 5.33, 10.59, 3.46, 5.68, 11.05, 8.59, 9.79, 5.65, 10.23, 7.84, 5.66, 10.23, 14.84, 13.42, 10.73, 11.29, 6.31, 5.36, 8.67, 5.96, 5.37, 13.04, 10.16, 8.05, 6.49, 8.82, 6.17, 6.06, 9.25, 8.50, 6.66, 19.01, 3.51, 9.24, 10.30, 10.74, 8.16, 8.88, 7.25",-,
3939,M16-19-47,u,-,-,-,-,-,9,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,"15.46, 12.49, 24.13, 6.48, 12.29, 23.73, 16.42, 11.94, 14.04",-,
3940,M16-19-47,u,-,-,-,-,-,21,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"8.66, 19.17, 22.34, 18.26, 11.26, 10.88, 12.57, 9.83, 15.10, 9.85, 11.21, 13.13, 13.94, 12.27, 12.24, 9.86, 26.86, 18.36, 10.46, 11.87, 27.28",-,
3941,M16-19-47,m,Mammalia,-,-,-,-,1,RB,NE,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,16.63,-,
3942,M16-19-47,m,Mammalia,-,-,-,-,2,LB,SH,FR,U,4,-,-,-,-,1,1,1,0,0,1,1,0,0,0,"67.51, 48.15","4.04, 3.02",
3943,M16-19-47,m,Mammalia,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,0,1,0,1,0,1,1,0,0,0,78.08,5.73,
3944,M16-19-47,m,Mammalia,Artiodactyla,-,-,-,1,MC,SH,FR,U,4,-,-,-,-,0,0,0,0,0,1,1,0,0,0,56.26,5.96,
3945,M16-19-41,s,Mammalia,-,-,-,-,1,MR,TW,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,15.33,-,
3946,M16-19-41,s,Bivalvia,-,-,-,-,9,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"11.49, 6.48, 4.14, 6.60, 9.02, 4.92, 5.94, 4.33, 8.23",-,
3947,M16-19-41,s,Gastropoda,-,-,-,-,2,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"11.13, 4.68",-,
3948,M16-19-41,u,-,-,-,-,-,12,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,"9.80, 7.46, 8.29, 12.80, 10.34, 11.85, 11.38, 14.86, 8.56, 11.36, 9.49, 15.80",-,
3949,M16-19-41,s,-,-,-,-,-,2,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"19.92, 24.47","1.42, 1.19",
3950,M16-19-41,s,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,1,10.36,1.04,
3951,M16-19-41,s,-,-,-,-,-,2,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"6.98, 6.85",-,
3952,M16-19-41,u,-,-,-,-,-,6,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,"14.37, 5.99, 4.19, 10.93, 15.47, 19.41",-,
3953,M16-19-41,u,-,-,-,-,-,50,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"6.46, 5.10, 7.44, 7.23, 10.23, 4.26, 12.66, 10.27, 10.11, 14.01, 6.75, 5.43, 7.06, 7.36, 9.27, 5.71, 7.75, 4.74, 8.02, 9.65, 14.99, 8.53, 6.44, 7.43, 9.30, 8.15, 9.92, 7.31, 9.38, 8.03, 5.66, 8.06, 5.99, 8.45, 6.57, 8.93, 5.23, 10.48, 13.22, 10.74, 14.12, 13.66, 6.98, 9.23, 5.39, 3.12, 6.68, 7.31, 5.47, 6.59",-,
3954,M16-19-41,s,Mammalia,Rodentia,-,-,-,1,IUUN,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,11.01,-,
3955,M16-19-41,s,Mammalia,Lagomorpha,Leporidae,-,-,1,I1MR,CO,CO,R,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,12.84,-,
3956,M16-19-41,m,Mammalia,-,-,-,-,1,CT,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,12.42,-,
3957,M16-19-41,s,Mammalia,Carnivora,Mustelidae,-,-,1,M3MR,CO,CO,R,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,11.92,-,ruled out Procyonidae based on size (too small)
3958,M16-19-41,u,-,-,-,-,-,39,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"8.10, 10.52, 13.08, 13.17, 10.33, 4.66, 9.93, 16.26, 16.67, 12.85, 9.60, 11.06, 9.16, 9.80, 10.85, 7.37, 9.60, 20.07, 8.93, 5.15, 9.38, 17.81, 16.61, 25.61, 21.60, 19.39, 11.75, 9.09, 12.72, 8.47, 28.00, 34.55, 36.06, 32.40",-,
3959,M16-19-41,s,Aves,-,-,-,-,1,HM,DS,CO,L,3,-,-,-,-,-,-,-,0,0,-,-,0,0,0,10.62,0.26,
3960,M16-19-41,s,-,-,-,-,-,1,FB,PR,CO,R,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,18.44,-,
3961,M16-19-41,s,-,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,10.1,-,
3962,L16-13-16,m,Mammalia,-,-,-,-,2,LB,SH,FR,U,4,-,-,-,-,1,1,2,0,0,5,5,0,0,0,"21.69, 16.24","3.51, 2.93",
3963,L16-13-16,u,-,-,-,-,-,6,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"5.38, 10.97, 7.94, 10.90, 10.48, 8.69",-,
3964,L16-13-16,u,-,-,-,-,-,3,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"13.92, 8.81, 16.20",-,
3965,L16-13-16,s,Bivalvia,-,-,-,-,1,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,7.41,-,
3966,L16-13-16,m,Mammalia,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,1,2,2,0,0,1,1,0,0,1,31.07,4.54,
3967,L16-24-14,u,-,-,-,-,-,11,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"7.22, 6.88, 5.81, 10.46, 4.92, 8.71, 7.71, 6.23, 10.01, 10.11, 7.87",-,
3968,L16-24-14,m,Mammalia,Artiodactyla,-,-,-,1,MP,DSE,FR,U,0,-,-,-,-,-,-,-,0,0,5,5,0,0,0,20.66,-,
3969,L16-24-14,s,Bivalvia,-,-,-,-,1,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,12.36,-,
3970,L16-24-14,u,-,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,6.06,-,
3971,L16-24-14,u,-,-,-,-,-,5,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"12.88, 18.10, 11.44, 18.87, 23.48",-,
3972,M16-18-192,m,Mammalia,Artiodactyla,-,-,-,1,PHS,PR,FR,U,3,-,-,-,-,2,2,2,0,0,5,5,0,0,0,19.81,2.55,
3973,M16-18-192,u,-,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,3.62,-,
3974,M16-18-192,u,-,-,-,-,-,35,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"11.02, 12.86, 18.73, 7.94, 19.85, 17.02, 11.78, 12.92, 13.86, 10.45, 12.04, 14.61, 10.66, 10.52, 14.29, 9.27, 20.32, 9.03, 11.31, 10.30, 12.66, 12.96, 16.54, 11.51, 19.12, 14.26, 16.74, 9.26, 13.06, 12.00, 13.52, 12.96, 12.09, 9.86, 18.68",-,
3975,M16-18-192,u,-,-,-,-,-,29,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"9.21, 11.10, 10.31, 12.58, 13.73, 11.99, 7.75, 8.63, 8.19, 13.60, 14.45, 9.39, 15.04, 8.45, 9.51, 15.19, 11.61, 10.34, 7.09, 9.27, 7.62, 7.54, 9.19, 11.99, 12.10, 11.32, 5.65, 8.17, 9.51",-,
3976,M16-18-192,m,Mammalia,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,2,2,2,0,0,1,1,0,0,0,29.71,1.86,
3977,M16-18-192,u,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,26.85,2.62,
3978,M16-18-192,s,-,-,-,-,-,3,UN,US,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"13.33, 15.58, 23.31","1.05, 1.32, 1.91",
3979,M16-18-192,m,Mammalia,-,-,-,-,3,LB,SH,FR,U,4,-,-,-,-,2,2,2,0,0,1,1,0,0,3,"21.91, 19.84, 16.15","3.71, 3.83, 3.32",
3980,M16-18-192,u,-,-,-,-,-,9,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,"10.84, 8.15, 24.15, 21.16, 20.66, 14.04, 8.23, 22.84, 25.91",-,
3981,M16-18-192,s,Bivalvia,-,-,-,-,5,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"47.87, 13.83, 25.63, 18.13, 9.36",-,
3982,M16-18-192,s,Reptilia,Testudines,-,-,-,1,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,15.34,-,
3983,M16-18-192,m,Mammalia,-,-,-,-,1,RB,NE,CO,L,4,-,-,-,-,-,-,-,0,0,-,-,2,0,0,63.17,-,
3984,M16-18-192,s,Mammalia,Lagomorpha,Leporidae,Lepus,-,1,MC,PR,CO,U,4,MC1,-,-,-,-,-,-,0,0,-,-,0,0,0,22.76,-,
3985,M16-18-192,s,Mammalia,-,-,-,-,1,PHF,DS,CO,U,3,-,-,-,-,-,-,-,0,0,-,-,0,0,0,10.02,0.53,
3986,M16-18-192,s,Mammalia,-,-,-,-,1,PHS,CO,CO,U,3,-,-,-,-,-,-,-,0,0,-,-,0,0,0,11.38,-,
3987,L16-18-2,s,Gastropoda,-,-,-,-,1,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,8.33,-,
3988,L16-18-2,u,-,-,-,-,-,3,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"5.17, 9.01, 8.89",-,
3989,L16-18-2,u,-,-,-,-,-,10,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"11.09, 13.89, 17.46, 5.93, 8.07, 11.58, 16.19, 18.01, 20.94, 19.37",-,
3990,M16-18-13,s,Bivalvia,-,-,-,-,3,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"4.16, 8.92, 9.04",-,
3991,M16-18-13,u,-,-,-,-,-,11,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,"10.23, 13.79, 15.93, 11.10, 5.47, 16.40, 15.03, 10.67, 10.19, 8.62, 10.64",-,
3992,M16-18-13,u,-,-,-,-,-,24,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"5.40, 6.20, 10.08, 4.72, 10.67, 6.10, 7.32, 4.98, 9.53, 11.70, 9.04, 7.28, 9.43, 13.13, 9.81, 6.39, 11.18, 10.31, 12.19, 19.44, 13.59, 6.42, 10.34, 10.09",-,
3993,M16-18-13,u,-,-,-,-,-,6,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"7.27, 9.32, 10.78, 20.83, 11.72, 9.77",-,
3994,M16-18-13,s,-,-,-,-,-,1,TA,DSE,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,3,8.47,-,
3995,M16-18-68,u,-,-,-,-,-,18,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"11.76, 8.61, 9.52, 10.51, 4.43, 8.17, 8.99, 4.64, 5.82, 7.09, 6.11, 9.11, 11.85, 6.49, 9.46, 7.03, 8.50, 9.99",-,
3996,M16-18-68,s,Bivalvia,-,-,-,-,6,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"5.78, 7.76, 4.58, 4.34, 6.05, 5.32",-,
3997,M16-18-68,m,Mammalia,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,2,2,2,0,0,1,1,0,0,3,18.22,3.65,
3998,M16-18-68,m,Mammalia,-,-,-,-,2,LB,SH,FR,U,4,-,-,-,-,2,2,2,0,0,1,1,0,0,0,"26.49, 29.90","3.73, 4.70",
3999,M16-18-68,u,Mammalia,-,-,-,-,1,TFR,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,9.13,-,
4000,M16-18-68,u,-,-,-,-,-,3,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,"12.34, 15.75, 6.21",-,
4001,M16-18-68,u,-,-,-,-,-,10,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"21.50, 21.87, 19.72, 31.59, 14.76, 24.40, 12.26, 8.25, 8.65, 10.65",-,
4002,M16-18-68,u,-,-,-,-,-,8,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,"10.65, 13.21, 15.38, 14.91, 22.40, 30.25, 8.07, 19.68",-,
4003,M16-18-68,s,Mammalia,Lagomorpha,Leporidae,Sylvilagus,-,1,UL,PR,CO,L,3,UL1,UL2,-,-,-,-,-,0,0,-,-,0,0,1,19.46,0.53,
4004,M16-18-68,s,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,1,14.63,0.88,
4005,M16-18-68,m,Mammalia,-,-,-,-,1,TH,SP,PR,A,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,36.93,-,
4006,L16-13-9,u,-,-,-,-,-,42,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"2.82, 5.57, 6.09, 5.02, 5.25, 10.01, 10.12, 7.53, 7.30, 9.09, 17.52, 7.00, 6.11, 3.92, 4.92, 5.65, 5.42, 7.95, 8.13, 8.03, 10.38, 7.66, 6.14, 3.86, 6.88, 8.42, 3.60, 7.54, 7.32, 3.74, 8.16, 5.67, 7.09, 6.30, 4.98, 6.81, 6.29, 4.55, 2.88, 3.84, 4.65, 5.40",-,
4007,L16-13-9,u,-,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,5.88,-,
4008,L16-13-9,u,-,-,-,-,-,8,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"7.76, 7.43, 10.33, 8.16, 9.94, 8.51, 9.50, 7.88",-,
4009,L16-13-9,m,Mammalia,Artiodactyla,-,-,-,2,MP,DSE,FR,U,4,-,-,-,-,-,-,-,0,0,5,5,0,0,0,"22.41, 19.14",-,Both fragments refit
4010,L16-13-9,u,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,18.6,2.96,
4011,L16-13-9,u,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,3,15.74,2.33,
4012,L16-13-9,m,Mammalia,-,-,-,-,1,IUUN,CO,CO,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,18.43,-,
4013,L16-13-9,s,Mammalia,Carnivora,-,-,-,1,CT,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,5.89,-,Tooth is still forming
4014,L16-13-9,u,-,-,-,-,-,1,TFR,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,7.87,-,
4015,L16-13-9,m,Mammalia,Artiodactyla,Cervidae,Odocoileus,-,1,PM2MX,CO,CO,R,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,13.41,-,Heavily worn
4016,M16-19-51,m,Mammalia,Artiodactyla,-,-,-,1,SC,NE,CO,L,4,SP1,-,-,-,-,-,-,0,0,-,-,3,0,0,58.6,-,
4017,L16-14-50,u,-,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,5.59,-,
4018,L16-18-67,u,-,-,-,-,-,11,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"13.56, 6.09, 7.60, 7.81, 11.75, 16.62, 8.75, 7.71, 9.01, 7.44, 7.31",-,
4019,L16-18-67,u,-,-,-,-,-,5,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,"15.06, 13.55, 6.47, 13.37, 6.32",-,
4020,L16-18-67,u,-,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,18.51,-,
4021,M16-18-191,u,-,-,-,-,-,25,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"8.99, 9.60, 6.61, 3.87, 8.63, 10.87, 5.62, 11.54, 14.85, 12.64, 10.83, 9.91, 5.96, 8.77, 6.36, 11.18, 7.33, 15.70, 11.26, 6.88, 7.29, 11.28, 6.50, 8.47, 10.82",-,
4022,M16-18-191,s,Bivalvia,-,-,-,-,1,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,11.72,-,
4023,M16-18-191,u,-,-,-,-,-,5,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,"19.96, 19.99, 7.92, 7.84, 4.43",-,
4024,M16-18-191,u,-,-,-,-,-,4,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,"12.05, 13.16, 16.35, 22.82",-,
4025,M16-18-191,u,-,-,-,-,-,15,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"14.53, 12.68, 6.92, 14.78, 5.52, 12.15, 9.58, 8.99, 13.41, 26.13, 10.01, 19.94, 6.35, 22.81, 10.34",-,
4026,M16-18-191,s,Reptilia,Testudines,-,-,-,1,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,17.09,-,
4027,M16-18-191,m,Mammalia,Artiodactyla,-,-,-,1,SEP,CO,CO,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,11.57,-,
4028,M16-18-191,m,Mammalia,Artiodactyla,-,-,-,1,MC,PR,FR,R,4,-,-,-,-,2,2,2,0,0,1,1,0,0,0,24.75,3.88,
4029,M16-18-191,m,Mammalia,-,-,-,-,1,RB,BL,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,25.42,-,
4030,M16-18-191,s,Mammalia,Lagomorpha,Leporidae,Lepus,-,1,RD,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,19.26,1.72,
4031,M16-18-191,s,Mammalia,Lagomorpha,Leporidae,-,-,1,CT,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,10.66,-,
4032,L16-18-66,u,-,-,-,-,-,5,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"15.85, 12.18, 14.43, 14.67, 17.14",-,
4033,L16-18-66,u,-,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,14.58,-,
4034,L16-18-66,u,-,-,-,-,-,2,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,"21.55, 12.18",-,
4035,L16-18-66,u,-,-,-,-,-,7,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"9.73, 9.20, 8.71, 9.85, 6.61, 12.86, 12.58",-,
4036,L16-14-19,m,Mammalia,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,2,2,2,0,0,3,3,2,0,0,30.79,3.74,
4037,L16-14-19,s,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,19.72,0.82,
4038,L16-14-19,u,-,-,-,-,-,4,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"25.05, 11.01, 12.47, 24.23",-,
4039,L16-14-19,u,-,-,-,-,-,5,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"11.62, 12.82, 6.64, 6.96, 9.47",-,
4040,L16-14-19,u,-,-,-,-,-,2,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,"14.59, 16.62",-,
4041,L16-23-9,m,Mammalia,-,-,-,-,1,SC,BL,FR,L,4,-,-,-,-,-,-,-,0,0,-,-,0,0,2,32.75,-,
4042,L16-23-9,u,-,-,-,-,-,9,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"8.51, 8.79, 13.73, 9.81, 8.40, 8.62, 12.59, 13.15, 6.45",-,
4043,L16-23-9,u,-,-,-,-,-,10,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"8.80, 13.77, 19.48, 3.43, 7.30, 5.46, 6.90, 25.76, 16.19, 19.72",-,
4044,L16-23-9,u,-,-,-,-,-,2,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,2,0,0,"21.98, 21.29",-,
4045,L16-23-9,u,-,-,-,-,-,2,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,"26.39, 9.07",-,
4046,L16-23-9,u,-,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,16.44,-,
4047,L16-23-9,m,Mammalia,-,-,-,-,1,RB,NE,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,34.74,-,
4048,L16-13-50,m,Mammalia,-,-,-,-,1,HM,DS,FR,L,4,-,-,-,-,1,1,1,0,0,1,1,0,0,0,38.12,4.79,
4049,L16-13-50,u,-,-,-,-,-,34,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"8.77, 9.31, 14.25, 9.26, 9.21, 7.76, 16.27, 13.36, 6.44, 6.97, 17.25, 16.00, 12.49, 7.16, 4.99, 6.61, 11.76, 6.54, 10.91, 9.51, 3.94, 4.29, 4.89, 9.01, 6.81, 5.76, 7.35, 11.13, 7.55, 9.76, 10.10, 10.83, 3.46",-,
4050,L16-13-50,m,Mammalia,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,2,2,2,0,0,1,1,0,0,0,21.47,5.13,
4051,L16-13-50,u,-,-,-,-,-,2,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,"8.53, 14.00",-,
4052,L16-13-50,u,-,-,-,-,-,2,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,"14.16, 17.64",-,
4053,L16-14-31,s,Bivalvia,-,-,-,-,1,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,8.3,-,
4054,L16-14-31,s,Mammalia,Lagomorpha,Leporidae,-,-,1,MX,US,FR,R,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,17.1,-,In situ PM3
4055,L16-14-31,s,Mammalia,Lagomorpha,Leporidae,-,-,3,CT,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"11.77, 10.33, 12.23",-,
4056,L16-14-31,u,-,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,24.01,-,
4057,L16-14-31,u,-,-,-,-,-,8,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"6.52, 8.03, 11.87, 8.90, 12.04, 5.92, 11.71, 20.46",-,
4058,L16-15-97,s,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,8.88,0.81,
4059,M16-19-62,u,-,-,-,-,-,53,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"11.81, 8.61, 6.14, 9.85, 10.82, 8.08, 8.43, 15.67, 8.20, 7.22, 7.04, 9.09, 7.20, 5.08, 15.08, 7.72, 13.30, 5.12, 7.40, 5.24, 5.24, 7.86, 15.49, 12.28, 8.20, 7.57, 5.75, 7.28, 11.57, 8.23, 10.36, 5.96, 8.74, 6.30, 7.40, 12.16, 7.46, 7.42, 6.46, 6.78, 7.48, 6.11, 5.48, 14.16, 13.74, 7.18, 6.11, 6.86, 12.20, 6.71, 7.10, 4.88, 7.70",-,
4060,M16-19-62,s,Reptilia,Testudines,-,-,-,1,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,20.39,-,
4061,M16-19-62,u,-,-,-,-,-,1,TFR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,7.48,-,
4062,M16-19-62,s,Gastropoda,-,-,-,-,1,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,9.2,-,
4063,M16-19-62,s,Bivalvia,-,-,-,-,6,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"8.29, 15.31, 14.34, 7.17, 5.40, 4.34",-,
4064,M16-19-62,s,Mammalia,Rodentia,-,-,-,1,HM,SH,DS,R,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,15.21,0.83,
4065,M16-19-62,u,-,-,-,-,-,31,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,"3.95, 4.71, 3.57, 8.07, 4.26, 4.38, 5.96, 5.19, 4.60, 4.28, 4.16, 4.66, 6.83, 5.08, 4.03, 4.99, 4.95, 3.46, 3.25, 4.32, 15.21, 4.51, 3.77, 7.04, 2.92, 6.75, 6.28, 9.44, 4.65, 4.77, 6.73",-,
